採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/5/8 上午 09:25:00,1224,3.3,25.1,22,8.2,561,--,8.8,101.6,<1.0,11.9,829,2100,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/4/10 上午 11:35:00,1224,3.3,25.4,22.4,8.2,500,--,8.8,101.4,1.5,9.8,164,58000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/3/6 上午 11:25:00,1224,3.3,14.4,18.6,8.2,503,--,8.8,94.6,<1.0,6.3,157,48000,0.06,--,0.308,0.57,0.42,0.015,<0.001,0.006,<0.002,0.0008,<0.0003,0.002,0.008,0.106,<0.001,<0.001,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/2/7 上午 07:55:00,1224,1,16.2,20.8,8.2,500,--,8.3,93.6,<1.0,8.1,8.8,6900,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/1/9 上午 08:55:00,1224,1.5,13.4,18,8.2,485,--,9.1,95.3,1.6,<4.0,32.6,26000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/12/2 上午 11:27:00,1225,3.3,14.8,18,8,500,--,8.9,92.9,<1.0,10.7,207,3300,0.03,--,0.339,--,0.53,--,<0.001,0.011,<0.002,0.0013,<0.0003,0.007,0.023,0.174,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/11/4 下午 01:45:00,1225,3.3,19.6,20,8,504,--,8.7,95,<1.0,<4.0,110,25000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/10/7 上午 10:15:00,1225,2.3,22.1,22.4,8,547,--,8.2,94.6,<1.0,<4.0,85,5000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/9/5 下午 12:35:00,1225,3.3,31.2,30,8,523,--,7.1,94.5,<1.0,13.4,169,3600,0.01,--,0.096,--,0.37,--,<0.001,0.005,<0.002,0.0022,<0.0003,0.005,0.019,0.131,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/8/8 上午 09:45:00,1225,3.3,31.8,27.4,8,495,--,7.7,98.3,<1.0,14.3,806,16000,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/7/4 下午 03:15:00,1225,3.3,33.6,31.7,8.2,468,--,7.1,98,<1.0,16.9,430,31000,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/6/5 下午 03:45:00,1225,3.3,29.8,26.1,8.1,470,--,7.8,97.3,1,<4.0,214,28000,0.05,--,0.192,--,0.48,--,<0.001,0.006,<0.002,0.0039,<0.0003,0.01,0.037,0.187,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/5/8 上午 10:15:00,1225,3.3,23.7,22.2,8.1,563,--,8.8,101,<1.0,8.7,1150,4000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/4/10 下午 12:25:00,1225,1.5,25.1,23.2,8.1,503,--,8.9,103.9,1.2,4.8,46.4,3900,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/3/6 下午 12:15:00,1225,1.5,14.6,17.5,8,498,--,9,94.3,1.3,<4.0,42.6,39000,0.08,--,0.132,0.6,0.57,0.034,<0.001,<0.003,<0.002,0.001,<0.0003,0.002,0.011,0.05,<0.001,<0.001,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/2/7 上午 08:45:00,1225,1.5,16.1,20.9,8,485,--,7.9,89.2,<1.0,5.1,25.2,14000,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/1/9 上午 09:45:00,1225,2.3,14.1,17.7,8.1,484,--,9.3,95.9,1.1,<4.0,50.4,6000,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/12/2 上午 08:35:00,1226,3.3,14.1,17.3,8.2,499,--,9,92.6,<1.0,7.7,122,61000,0.05,5.4,0.147,--,0.56,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.007,0.022,0.09,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/11/4 上午 09:55:00,1226,3.3,19.3,19.3,8.2,525,--,8.8,94.7,<1.0,<4.0,145,6900,0.04,9.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/10/7 上午 11:25:00,1226,3.3,24.8,22.3,8.2,716,--,8.3,95.9,<1.0,11.3,174,14000,0.1,49.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/9/5 上午 09:25:00,1226,3.3,32.1,28.1,8.1,596,--,7.9,101.1,<1.0,18.2,406,22000,0.07,22.7,0.536,--,0.39,--,<0.001,0.009,<0.002,0.0034,<0.0003,0.008,0.025,0.224,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/8/8 上午 10:35:00,1226,3.3,33.7,28.5,8.1,486,--,7.7,100.4,<1.0,17.3,910,21000,0.02,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/7/4 下午 03:40:00,1226,3.3,34.9,30.7,8.3,461,--,7.5,101,<1.0,17.1,624,29000,0.04,4.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/6/5 下午 04:35:00,1226,3.3,28.2,26.3,8.1,452,--,8.9,110.7,<1.0,<4.0,266,23000,0.03,1.9,0.198,--,0.47,--,<0.001,0.003,<0.002,0.0049,<0.0003,0.012,0.061,0.213,<0.001,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/5/8 上午 06:15:00,1226,3.3,21.7,20,8.2,507,--,8.9,98.6,<1.0,13.9,1080,11000,0.16,8.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/4/10 上午 08:37:00,1226,2.3,22,21.7,8.1,517,--,8.2,92.3,1.1,5.3,93.8,5100,0.16,4.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/3/6 下午 03:10:00,1226,2.3,14.8,16.7,8.1,505,--,9,93.2,<1.0,6.8,63.1,7100,0.19,4.3,0.132,0.54,0.61,0.028,<0.001,<0.003,<0.002,0.0011,<0.0003,0.003,0.017,0.025,<0.001,<0.001,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/2/7 上午 04:20:00,1226,1.5,18,20.8,8.1,499,--,8,89.7,<1.0,8.6,45,22000,0.14,4.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/1/9 上午 05:20:00,1226,3.3,16.6,17.3,8.1,499,--,8.9,91.3,<1.0,4.1,114,7100,0.02,2.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/12/2 上午 11:05:00,1228,1,15,18.5,7.3,220,--,7.3,77.1,<1.0,7.3,9.6,5900,0.19,--,0.175,--,0.93,--,<0.001,<0.003,<0.002,0.0008,<0.0003,0.002,0.022,0.041,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/11/4 上午 08:25:00,1228,1,18.5,20.1,7.3,229,--,6.8,74.5,<1.0,<4.0,12.3,2600,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/10/7 上午 09:55:00,1228,1.5,25.4,22.3,7.3,221,--,6.4,72.9,<1.0,<4.0,13.3,2900,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/9/5 上午 10:25:00,1228,1,32.6,30.1,7.6,255,--,7.8,103.2,2.8,16.4,16.8,2900,0.19,--,0.18,--,0.88,--,<0.001,<0.003,<0.002,0.0028,<0.0003,0.001,0.012,0.032,0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/8/8 上午 09:05:00,1228,1.5,32.8,25.4,7.3,218,--,4.8,59.8,1,6,19.9,4400,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/7/4 下午 01:15:00,1228,1.5,36.3,28.7,7.5,242,--,6.4,83.1,2.1,11.8,11.3,1100,0.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/6/5 下午 01:25:00,1228,1.5,32.6,26.5,7.7,245,--,7.4,93.5,1.5,8.6,9.8,25000,0.76,--,0.325,--,0.47,--,<0.001,<0.003,<0.002,0.0016,<0.0003,0.001,0.006,0.056,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/5/8 上午 09:15:00,1228,4,26,22.7,7.2,258,--,3.9,45.7,1.9,8.1,21.1,12000,1.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/4/10 上午 10:15:00,1228,3.5,23.3,22.4,7.3,250,--,4.5,51.8,2,6.8,13.6,3000,1.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/3/6 上午 11:25:00,1228,2.5,14,17.5,7.2,229,--,5.8,59.6,3.2,6.8,16.8,7100,0.92,--,0.357,1.17,1.14,0.178,<0.001,0.004,0.002,0.0015,<0.0003,0.002,0.006,0.056,0.002,<0.001,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/2/7 上午 07:35:00,1228,2,19,21.2,7.4,230,--,6,68.3,<1.0,7.6,9.5,6500,0.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/1/9 上午 08:35:00,1228,1,14,18.6,7.2,212,--,7.6,79.9,<1.0,<4.0,19.8,590,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/12/2 上午 11:55:00,1230,2,14.1,18.9,7.4,270,--,5.8,61.4,<1.0,9.1,17.2,5200,0.61,--,0.119,--,0.86,--,<0.001,<0.003,<0.002,0.0063,<0.0003,0.002,0.013,0.095,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/11/4 上午 10:45:00,1230,2,20.2,20.9,7.5,284,--,4.9,54.5,1.7,9.1,17.9,2500,0.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/10/7 下午 12:55:00,1230,2,24,23.3,7.4,286,--,5.5,64,1.8,8.3,26.4,4400,0.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/9/5 上午 11:15:00,1230,2,32.6,31.6,7.7,1300,--,6.9,93.8,4.4,25.6,19.5,100000,0.86,--,0.358,--,0.32,--,<0.001,<0.003,<0.002,0.013,<0.0003,0.002,0.014,0.167,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/8/8 上午 11:25:00,1230,2,34.2,30.7,7.7,285,--,9.5,130.4,4.3,16.3,18.4,1800,0.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/7/4 下午 02:05:00,1230,2.3,36.6,32.6,9,286,--,14.2,198.7,7,23.5,12.2,11000,0.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/6/5 下午 02:15:00,1230,2.8,30.7,27.3,8.8,295,--,15.1,195.4,6.5,17.1,19.3,28000,0.53,--,0.255,--,1.09,--,<0.001,0.004,<0.002,0.0091,<0.0003,0.002,0.009,0.062,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/5/8 上午 10:05:00,1230,4,26,22.7,7.3,270,--,3.4,39.3,2,8.7,22.8,42000,1.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/4/10 上午 11:05:00,1230,2.8,25.1,22.9,7.5,306,--,4.7,54.4,1.8,8.8,15.4,35000,1.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/3/6 下午 01:25:00,1230,2.8,14.4,17.5,7.5,297,--,5.7,59.5,1.9,9.3,19.4,35000,1.51,--,0.305,1.59,1.01,0.128,<0.001,<0.003,<0.002,0.0078,<0.0003,0.002,0.006,0.092,<0.001,<0.001,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/2/7 上午 08:25:00,1230,2.8,19.4,20.5,7.4,249,--,5.7,63.3,1.4,12.2,12.3,21000,1.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/1/9 上午 09:25:00,1230,2,13.4,18.1,7.5,271,--,5.6,58.4,1.8,8.1,30.2,61000,0.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/12/2 上午 08:00:00,1232,2,15.6,19.8,7.6,696,--,5.8,63.2,<1.0,9.7,17.1,3700,0.65,128,0.147,--,0.9,--,<0.001,0.005,<0.002,0.0066,<0.0003,0.004,0.017,0.09,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/11/4 上午 09:15:00,1232,2,19,21.4,7.6,1190,--,4.7,52.4,<1.0,9.5,11,3700,0.81,265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/10/7 上午 10:45:00,1232,2,25.2,23.8,7.7,1900,--,5.8,68.5,1.3,12.6,13,1100,0.68,491,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/9/5 上午 08:45:00,1232,2.8,31.4,31.4,8.1,4010,--,9.4,129.5,5.3,20.2,17.7,680,0.75,1170,0.138,--,0.47,--,<0.001,0.005,<0.002,0.0112,<0.0003,0.002,0.012,0.106,<0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/8/8 上午 10:00:00,1232,1.5,33.2,31.2,8.1,1170,--,10.1,138.1,4.5,25.5,15.4,1100,0.23,261,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/7/4 下午 04:20:00,1232,2.8,34,32,9.1,987,--,15,207,5.6,22.5,22.3,180,0.11,216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/6/5 下午 05:15:00,1232,2.8,27.5,28,8.5,817,--,10.8,140.8,5.6,18.3,21.5,8500,0.36,163,0.179,--,0.78,--,<0.001,<0.003,<0.002,0.0087,<0.0003,0.003,0.021,0.075,0.001,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/5/8 上午 06:55:00,1232,2.8,22.9,20.9,7.3,475,--,3.7,42,1.1,10.3,16.1,7600,0.93,74.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/4/10 上午 09:15:00,1232,2.8,22.5,22.4,7.6,948,--,4.9,56.3,2.4,16.3,9.5,4100,1.85,194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/3/6 下午 03:45:00,1232,2.8,14.9,17.2,7.6,863,--,6.2,63.8,1.9,13.8,13.5,3800,1.53,167,0.217,1.52,1.09,0.137,<0.001,<0.003,0.002,0.0066,<0.0003,0.002,0.007,0.113,<0.001,<0.001,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/2/7 上午 04:55:00,1232,2.8,18.4,19,7.4,803,--,5.9,63.8,1.4,12.7,15.2,7200,1.39,169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/1/9 上午 05:55:00,1232,2.5,16.9,18,7.6,431,--,6,62.3,1,7.6,20.6,5200,0.77,51.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/12/2 上午 09:35:00,1635,1,14.3,17.2,8.1,173,--,9.8,100.5,<1.0,<4.0,2.2,240,<0.01,--,0.04,--,0.4,--,<0.001,<0.003,<0.002,0.0022,<0.0003,0.002,0.016,<0.005,<0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/11/4 上午 06:55:00,1635,1,18.2,18.8,8.2,178,--,9.5,101.1,<1.0,<4.0,6.6,1000,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/10/7 上午 08:25:00,1635,1,27.6,23,8.5,221,--,9,104.3,<1.0,<4.0,2.2,50,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/9/5 上午 06:55:00,1635,1,28.2,26.3,8.2,245,--,8.5,105.8,1.1,8.2,1.3,400,<0.01,--,0.072,--,0.1,--,<0.001,<0.003,<0.002,0.0018,<0.0003,0.002,0.008,<0.005,<0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/8/8 上午 07:45:00,1635,1,30.1,26,8.3,198,--,8.2,103.4,<1.0,5.2,4.8,200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/7/4 上午 10:55:00,1635,1,34,28.4,8.6,203,--,7.9,102.4,<1.0,<4.0,2.6,210,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/6/5 上午 10:55:00,1635,1,30.7,26.4,8.2,180,--,11.6,146.8,<1.0,<4.0,2.6,20000,<0.01,--,0.045,--,0.27,--,<0.001,<0.003,<0.002,0.0022,<0.0003,0.003,0.016,<0.005,<0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/5/8 上午 07:55:00,1635,1,24,20.9,8.2,190,--,9.4,105.8,<1.0,<4.0,2.5,500,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/4/10 上午 06:55:00,1635,1,19.2,19.5,8.2,197,--,9.4,102.6,2.2,8.3,1.4,260,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/3/6 上午 09:55:00,1635,1,14.7,15.8,8.1,173,--,10.1,102.2,<1.0,<4.0,2,70,<0.01,--,0.053,0.23,0.33,0.004,<0.001,<0.003,<0.002,0.0022,<0.0003,0.001,0.006,<0.005,<0.001,<0.001,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/2/7 上午 06:05:00,1635,1,18.1,18,8,190,--,9.5,102.2,<1.0,6.6,2,200,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2014/1/9 上午 07:05:00,1635,1,14.3,16.2,8.1,161,--,10.1,101.9,<1.0,<4.0,2.6,140,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/12/2 上午 10:25:00,1233,1,15.2,17.6,8.1,179,--,9.6,99.6,1.3,5.7,1.7,560,<0.01,--,0.042,--,0.48,--,<0.001,<0.003,<0.002,0.0024,<0.0003,0.002,0.007,<0.005,<0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/11/4 上午 07:45:00,1233,1,18,19.2,8.2,182,--,9.4,101,<1.0,<4.0,7.3,290,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/10/7 上午 09:15:00,1233,1,27.3,23.6,8.2,232,--,8.7,102.6,<1.0,<4.0,1.4,220,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/9/5 上午 07:45:00,1233,1,29.1,26.6,8.1,252,--,8.4,105.4,<1.0,8.2,2.2,1100,<0.01,--,0.057,--,0.12,--,<0.001,0.004,<0.002,0.0017,<0.0003,0.001,0.008,<0.005,<0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/8/8 上午 08:25:00,1233,1,30.6,26.2,8.2,194,--,8.3,103.6,<1.0,4.2,4.9,250,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/7/4 上午 11:35:00,1233,1,35.4,30,8.7,200,--,8.4,111.9,<1.0,8.4,3.2,130,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/6/5 上午 11:35:00,1233,1,31.5,27.2,8.3,182,--,10.2,130.7,<1.0,<4.0,3.4,12000,<0.01,--,0.055,--,0.29,--,<0.001,<0.003,<0.002,0.0021,<0.0003,0.003,0.018,<0.005,0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/5/8 上午 08:35:00,1233,1,24.2,21.7,8.3,190,--,9.7,110.1,<1.0,<4.0,3.7,280,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/4/10 上午 07:35:00,1233,1,19.8,19.6,8.1,201,--,9,98.2,<1.0,6.3,1.3,1900,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/3/6 上午 10:35:00,1233,1,13.9,15.9,8.2,175,--,9.8,99,<1.0,<4.0,6.7,220,<0.01,--,0.05,0.23,0.31,0.004,<0.001,<0.003,<0.002,0.0021,<0.0003,0.003,0.012,<0.005,0.002,<0.001,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/2/7 上午 06:45:00,1233,1,18.7,18,8.1,176,--,9.3,99.3,<1.0,4.6,3.1,260,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/1/9 上午 07:45:00,1233,1,13.7,16.2,8,168,--,9.8,99.2,<1.0,<4.0,2,190,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2014/12/2 下午 12:45:00,1234,1,14.5,17.6,8.2,179,--,9.6,99.4,1,<4.0,1.8,320,<0.01,--,0.06,--,0.47,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.002,0.007,<0.005,<0.001,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2014/11/4 上午 11:35:00,1234,1,21.2,20.2,8.1,181,--,9.2,101.1,<1.0,<4.0,9.7,310,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2014/10/7 下午 01:21:00,1234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
